atc_level_01,anatomical_main_group_01,atc_level_03,therapeutic_subgroup_02,atc_level_04,pharmacological_subgroup_03,atc_level_05,chemical_subgroup_04,atc_code,chemical_substance
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01F,monoclonal antibodies and antibody drug conjugates,L01FF,pd-1/pd-l1 (programmed cell death protein 1/death ligand 1) inhibitors,L01FF06,cemiplimab
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01F,monoclonal antibodies and antibody drug conjugates,L01FF,pd-1/pd-l1 (programmed cell death protein 1/death ligand 1) inhibitors,L01FF07,dostarlimab
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01F,monoclonal antibodies and antibody drug conjugates,L01FF,pd-1/pd-l1 (programmed cell death protein 1/death ligand 1) inhibitors,L01FF08,prolgolimab
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01F,monoclonal antibodies and antibody drug conjugates,L01FF,pd-1/pd-l1 (programmed cell death protein 1/death ligand 1) inhibitors,L01FF09,tislelizumab
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01F,monoclonal antibodies and antibody drug conjugates,L01FF,pd-1/pd-l1 (programmed cell death protein 1/death ligand 1) inhibitors,L01FF10,retifanlimab
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01F,monoclonal antibodies and antibody drug conjugates,L01FF,pd-1/pd-l1 (programmed cell death protein 1/death ligand 1) inhibitors,L01FF11,sugemalimab
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01F,monoclonal antibodies and antibody drug conjugates,L01FF,pd-1/pd-l1 (programmed cell death protein 1/death ligand 1) inhibitors,L01FF12,serplulimab
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01F,monoclonal antibodies and antibody drug conjugates,L01FF,pd-1/pd-l1 (programmed cell death protein 1/death ligand 1) inhibitors,L01FF13,toripalimab
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01F,monoclonal antibodies and antibody drug conjugates,L01FF,pd-1/pd-l1 (programmed cell death protein 1/death ligand 1) inhibitors,L01FF14,camrelizumab
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01F,monoclonal antibodies and antibody drug conjugates,L01FF,pd-1/pd-l1 (programmed cell death protein 1/death ligand 1) inhibitors,L01FF15,envafolimab
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01F,monoclonal antibodies and antibody drug conjugates,L01FF,pd-1/pd-l1 (programmed cell death protein 1/death ligand 1) inhibitors,L01FF16,sasanlimab
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01F,monoclonal antibodies and antibody drug conjugates,L01FG,vegf/vegfr (vascular endothelial growth factor) inhibitors,L01FG01,bevacizumab
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01F,monoclonal antibodies and antibody drug conjugates,L01FG,vegf/vegfr (vascular endothelial growth factor) inhibitors,L01FG02,ramucirumab
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01F,monoclonal antibodies and antibody drug conjugates,L01FX,other monoclonal antibodies and antibody drug conjugates,L01FX01,edrecolomab
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01F,monoclonal antibodies and antibody drug conjugates,L01FX,other monoclonal antibodies and antibody drug conjugates,L01FX02,gemtuzumab ozogamicin
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01F,monoclonal antibodies and antibody drug conjugates,L01FX,other monoclonal antibodies and antibody drug conjugates,L01FX03,catumaxomab
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01F,monoclonal antibodies and antibody drug conjugates,L01FX,other monoclonal antibodies and antibody drug conjugates,L01FX04,ipilimumab
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01F,monoclonal antibodies and antibody drug conjugates,L01FX,other monoclonal antibodies and antibody drug conjugates,L01FX05,brentuximab vedotin
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01F,monoclonal antibodies and antibody drug conjugates,L01FX,other monoclonal antibodies and antibody drug conjugates,L01FX06,dinutuximab beta
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01F,monoclonal antibodies and antibody drug conjugates,L01FX,other monoclonal antibodies and antibody drug conjugates,L01FX07,blinatumomab
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01F,monoclonal antibodies and antibody drug conjugates,L01FX,other monoclonal antibodies and antibody drug conjugates,L01FX08,elotuzumab
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01F,monoclonal antibodies and antibody drug conjugates,L01FX,other monoclonal antibodies and antibody drug conjugates,L01FX09,mogamulizumab
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01F,monoclonal antibodies and antibody drug conjugates,L01FX,other monoclonal antibodies and antibody drug conjugates,L01FX10,olaratumab
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01F,monoclonal antibodies and antibody drug conjugates,L01FX,other monoclonal antibodies and antibody drug conjugates,L01FX11,bermekimab
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01F,monoclonal antibodies and antibody drug conjugates,L01FX,other monoclonal antibodies and antibody drug conjugates,L01FX12,tafasitamab
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01F,monoclonal antibodies and antibody drug conjugates,L01FX,other monoclonal antibodies and antibody drug conjugates,L01FX13,enfortumab vedotin
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01F,monoclonal antibodies and antibody drug conjugates,L01FX,other monoclonal antibodies and antibody drug conjugates,L01FX14,polatuzumab vedotin
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01F,monoclonal antibodies and antibody drug conjugates,L01FX,other monoclonal antibodies and antibody drug conjugates,L01FX15,belantamab mafodotin
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01F,monoclonal antibodies and antibody drug conjugates,L01FX,other monoclonal antibodies and antibody drug conjugates,L01FX16,oportuzumab monatox
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01F,monoclonal antibodies and antibody drug conjugates,L01FX,other monoclonal antibodies and antibody drug conjugates,L01FX17,sacituzumab govitecan
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01F,monoclonal antibodies and antibody drug conjugates,L01FX,other monoclonal antibodies and antibody drug conjugates,L01FX18,amivantamab
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01F,monoclonal antibodies and antibody drug conjugates,L01FX,other monoclonal antibodies and antibody drug conjugates,L01FX19,sabatolimab
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01F,monoclonal antibodies and antibody drug conjugates,L01FX,other monoclonal antibodies and antibody drug conjugates,L01FX20,tremelimumab
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01F,monoclonal antibodies and antibody drug conjugates,L01FX,other monoclonal antibodies and antibody drug conjugates,L01FX21,naxitamab
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01F,monoclonal antibodies and antibody drug conjugates,L01FX,other monoclonal antibodies and antibody drug conjugates,L01FX22,loncastuximab tesirine
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01F,monoclonal antibodies and antibody drug conjugates,L01FX,other monoclonal antibodies and antibody drug conjugates,L01FX23,tisotumab vedotin
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01F,monoclonal antibodies and antibody drug conjugates,L01FX,other monoclonal antibodies and antibody drug conjugates,L01FX24,teclistamab
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01F,monoclonal antibodies and antibody drug conjugates,L01FX,other monoclonal antibodies and antibody drug conjugates,L01FX25,mosunetuzumab
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01F,monoclonal antibodies and antibody drug conjugates,L01FX,other monoclonal antibodies and antibody drug conjugates,L01FX26,mirvetuximab soravtansine
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01F,monoclonal antibodies and antibody drug conjugates,L01FX,other monoclonal antibodies and antibody drug conjugates,L01FX27,epcoritamab
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01F,monoclonal antibodies and antibody drug conjugates,L01FX,other monoclonal antibodies and antibody drug conjugates,L01FX28,glofitamab
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01F,monoclonal antibodies and antibody drug conjugates,L01FX,other monoclonal antibodies and antibody drug conjugates,L01FX29,talquetamab
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01F,monoclonal antibodies and antibody drug conjugates,L01FX,other monoclonal antibodies and antibody drug conjugates,L01FX31,zolbetuximab
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01F,monoclonal antibodies and antibody drug conjugates,L01FX,other monoclonal antibodies and antibody drug conjugates,L01FX32,elranatamab
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01F,monoclonal antibodies and antibody drug conjugates,L01FX,other monoclonal antibodies and antibody drug conjugates,L01FX33,tarlatamab
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01F,monoclonal antibodies and antibody drug conjugates,L01FX,other monoclonal antibodies and antibody drug conjugates,L01FX34,odronextamab
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01F,monoclonal antibodies and antibody drug conjugates,L01FX,other monoclonal antibodies and antibody drug conjugates,L01FX35,datopotamab deruxtecan
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01F,monoclonal antibodies and antibody drug conjugates,L01FX,other monoclonal antibodies and antibody drug conjugates,L01FX36,patritumab deruxtecan
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01F,monoclonal antibodies and antibody drug conjugates,L01FX,other monoclonal antibodies and antibody drug conjugates,L01FX37,linvoseltamab
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01F,monoclonal antibodies and antibody drug conjugates,L01FX,other monoclonal antibodies and antibody drug conjugates,L01FX38,ifinatamab deruxtecan
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01F,monoclonal antibodies and antibody drug conjugates,L01FX,other monoclonal antibodies and antibody drug conjugates,L01FX39,bemarituzumab
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01F,monoclonal antibodies and antibody drug conjugates,L01FY,combinations of monoclonal antibodies and antibody drug conjugates,L01FY01,pertuzumab and trastuzumab
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01F,monoclonal antibodies and antibody drug conjugates,L01FY,combinations of monoclonal antibodies and antibody drug conjugates,L01FY02,nivolumab and relatlimab
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01F,monoclonal antibodies and antibody drug conjugates,L01FY,combinations of monoclonal antibodies and antibody drug conjugates,L01FY03,prolgolimab and nurulimab
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01X,other antineoplastic agents,L01XA,platinum compounds,L01XA01,cisplatin
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01X,other antineoplastic agents,L01XA,platinum compounds,L01XA02,carboplatin
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01X,other antineoplastic agents,L01XA,platinum compounds,L01XA03,oxaliplatin
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01X,other antineoplastic agents,L01XA,platinum compounds,L01XA04,satraplatin
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01X,other antineoplastic agents,L01XA,platinum compounds,L01XA05,polyplatillen
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01X,other antineoplastic agents,L01XB,methylhydrazines,L01XB01,procarbazine
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01X,other antineoplastic agents,L01XD,sensitizers used in photodynamic/radiation therapy,L01XD01,porfimer sodium
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01X,other antineoplastic agents,L01XD,sensitizers used in photodynamic/radiation therapy,L01XD03,methyl aminolevulinate
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01X,other antineoplastic agents,L01XD,sensitizers used in photodynamic/radiation therapy,L01XD04,aminolevulinic acid
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01X,other antineoplastic agents,L01XD,sensitizers used in photodynamic/radiation therapy,L01XD05,temoporfin
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01X,other antineoplastic agents,L01XD,sensitizers used in photodynamic/radiation therapy,L01XD06,efaproxiral
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01X,other antineoplastic agents,L01XD,sensitizers used in photodynamic/radiation therapy,L01XD07,padeliporfin
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01X,other antineoplastic agents,L01XF,retinoids for cancer treatment,L01XF01,tretinoin
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01X,other antineoplastic agents,L01XF,retinoids for cancer treatment,L01XF02,alitretinoin
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01X,other antineoplastic agents,L01XF,retinoids for cancer treatment,L01XF03,bexarotene
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01X,other antineoplastic agents,L01XG,proteasome inhibitors,L01XG01,bortezomib
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01X,other antineoplastic agents,L01XG,proteasome inhibitors,L01XG02,carfilzomib
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01X,other antineoplastic agents,L01XG,proteasome inhibitors,L01XG03,ixazomib
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01X,other antineoplastic agents,L01XH,histone deacetylase (hdac) inhibitors,L01XH01,vorinostat
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01X,other antineoplastic agents,L01XH,histone deacetylase (hdac) inhibitors,L01XH02,romidepsin
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01X,other antineoplastic agents,L01XH,histone deacetylase (hdac) inhibitors,L01XH03,panobinostat
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01X,other antineoplastic agents,L01XH,histone deacetylase (hdac) inhibitors,L01XH04,belinostat
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01X,other antineoplastic agents,L01XH,histone deacetylase (hdac) inhibitors,L01XH05,entinostat
L,antineoplastic and immunomodulating agents,L01,antineoplastic agents,L01X,other antineoplastic agents,L01XH,histone deacetylase (hdac) inhibitors,L01XH06,tucidinostat
