atc_code,atc_name,atc1,cat1,atc2,cat2,atc3,cat3,atc4,atc_category
J01XX07,nitroxoline,J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01X,OTHER ANTIBACTERIALS,J01XX,Other antibacterials
J01XX08,linezolid,J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01X,OTHER ANTIBACTERIALS,J01XX,Other antibacterials
J01XX09,daptomycin,J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01X,OTHER ANTIBACTERIALS,J01XX,Other antibacterials
J01XX10,bacitracin,J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01X,OTHER ANTIBACTERIALS,J01XX,Other antibacterials
J01XX11,tedizolid,J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01X,OTHER ANTIBACTERIALS,J01XX,Other antibacterials
J01XX12,lefamulin,J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01X,OTHER ANTIBACTERIALS,J01XX,Other antibacterials
J02AA02,hachimycin,J,ANTIINFECTIVES FOR SYSTEMIC USE,J02,ANTIMYCOTICS FOR SYSTEMIC USE,J02A,ANTIMYCOTICS FOR SYSTEMIC USE,J02AA,Antibiotics
J02AB01,miconazole,J,ANTIINFECTIVES FOR SYSTEMIC USE,J02,ANTIMYCOTICS FOR SYSTEMIC USE,J02A,ANTIMYCOTICS FOR SYSTEMIC USE,J02AB,Imidazole derivatives
J02AB02,ketoconazole,J,ANTIINFECTIVES FOR SYSTEMIC USE,J02,ANTIMYCOTICS FOR SYSTEMIC USE,J02A,ANTIMYCOTICS FOR SYSTEMIC USE,J02AB,Imidazole derivatives
J02AC01,fluconazole,J,ANTIINFECTIVES FOR SYSTEMIC USE,J02,ANTIMYCOTICS FOR SYSTEMIC USE,J02A,ANTIMYCOTICS FOR SYSTEMIC USE,J02AC,Triazole and tetrazole derivatives
J02AC02,itraconazole,J,ANTIINFECTIVES FOR SYSTEMIC USE,J02,ANTIMYCOTICS FOR SYSTEMIC USE,J02A,ANTIMYCOTICS FOR SYSTEMIC USE,J02AC,Triazole and tetrazole derivatives
J02AC03,voriconazole,J,ANTIINFECTIVES FOR SYSTEMIC USE,J02,ANTIMYCOTICS FOR SYSTEMIC USE,J02A,ANTIMYCOTICS FOR SYSTEMIC USE,J02AC,Triazole and tetrazole derivatives
J02AC04,posaconazole,J,ANTIINFECTIVES FOR SYSTEMIC USE,J02,ANTIMYCOTICS FOR SYSTEMIC USE,J02A,ANTIMYCOTICS FOR SYSTEMIC USE,J02AC,Triazole and tetrazole derivatives
J02AC05,isavuconazole,J,ANTIINFECTIVES FOR SYSTEMIC USE,J02,ANTIMYCOTICS FOR SYSTEMIC USE,J02A,ANTIMYCOTICS FOR SYSTEMIC USE,J02AC,Triazole and tetrazole derivatives
J02AC06,oteseconazole,J,ANTIINFECTIVES FOR SYSTEMIC USE,J02,ANTIMYCOTICS FOR SYSTEMIC USE,J02A,ANTIMYCOTICS FOR SYSTEMIC USE,J02AC,Triazole and tetrazole derivatives
J02AX01,flucytosine,J,ANTIINFECTIVES FOR SYSTEMIC USE,J02,ANTIMYCOTICS FOR SYSTEMIC USE,J02A,ANTIMYCOTICS FOR SYSTEMIC USE,J02AX,Other antimycotics for systemic use
J02AX04,caspofungin,J,ANTIINFECTIVES FOR SYSTEMIC USE,J02,ANTIMYCOTICS FOR SYSTEMIC USE,J02A,ANTIMYCOTICS FOR SYSTEMIC USE,J02AX,Other antimycotics for systemic use
J02AX05,micafungin,J,ANTIINFECTIVES FOR SYSTEMIC USE,J02,ANTIMYCOTICS FOR SYSTEMIC USE,J02A,ANTIMYCOTICS FOR SYSTEMIC USE,J02AX,Other antimycotics for systemic use
J02AX06,anidulafungin,J,ANTIINFECTIVES FOR SYSTEMIC USE,J02,ANTIMYCOTICS FOR SYSTEMIC USE,J02A,ANTIMYCOTICS FOR SYSTEMIC USE,J02AX,Other antimycotics for systemic use
J02AX07,ibrexafungerp,J,ANTIINFECTIVES FOR SYSTEMIC USE,J02,ANTIMYCOTICS FOR SYSTEMIC USE,J02A,ANTIMYCOTICS FOR SYSTEMIC USE,J02AX,Other antimycotics for systemic use
J02AX08,rezafungin acetate,J,ANTIINFECTIVES FOR SYSTEMIC USE,J02,ANTIMYCOTICS FOR SYSTEMIC USE,J02A,ANTIMYCOTICS FOR SYSTEMIC USE,J02AX,Other antimycotics for systemic use
J04AA01,4-aminosalicylic acid,J,ANTIINFECTIVES FOR SYSTEMIC USE,J04,ANTIMYCOBACTERIALS,J04A,DRUGS FOR TREATMENT OF TUBERCULOSIS,J04AA,Aminosalicylic acid and derivatives
J04AA02,sodium aminosalicylate,J,ANTIINFECTIVES FOR SYSTEMIC USE,J04,ANTIMYCOBACTERIALS,J04A,DRUGS FOR TREATMENT OF TUBERCULOSIS,J04AA,Aminosalicylic acid and derivatives
J04AA03,calcium aminosalicylate,J,ANTIINFECTIVES FOR SYSTEMIC USE,J04,ANTIMYCOBACTERIALS,J04A,DRUGS FOR TREATMENT OF TUBERCULOSIS,J04AA,Aminosalicylic acid and derivatives
J04AB01,cycloserine,J,ANTIINFECTIVES FOR SYSTEMIC USE,J04,ANTIMYCOBACTERIALS,J04A,DRUGS FOR TREATMENT OF TUBERCULOSIS,J04AB,Antibiotics
J04AB02,rifampicin,J,ANTIINFECTIVES FOR SYSTEMIC USE,J04,ANTIMYCOBACTERIALS,J04A,DRUGS FOR TREATMENT OF TUBERCULOSIS,J04AB,Antibiotics
J04AB03,rifamycin,J,ANTIINFECTIVES FOR SYSTEMIC USE,J04,ANTIMYCOBACTERIALS,J04A,DRUGS FOR TREATMENT OF TUBERCULOSIS,J04AB,Antibiotics
J04AB04,rifabutin,J,ANTIINFECTIVES FOR SYSTEMIC USE,J04,ANTIMYCOBACTERIALS,J04A,DRUGS FOR TREATMENT OF TUBERCULOSIS,J04AB,Antibiotics
J04AB05,rifapentine,J,ANTIINFECTIVES FOR SYSTEMIC USE,J04,ANTIMYCOBACTERIALS,J04A,DRUGS FOR TREATMENT OF TUBERCULOSIS,J04AB,Antibiotics
J04AB06,enviomycin,J,ANTIINFECTIVES FOR SYSTEMIC USE,J04,ANTIMYCOBACTERIALS,J04A,DRUGS FOR TREATMENT OF TUBERCULOSIS,J04AB,Antibiotics
J04AB30,capreomycin,J,ANTIINFECTIVES FOR SYSTEMIC USE,J04,ANTIMYCOBACTERIALS,J04A,DRUGS FOR TREATMENT OF TUBERCULOSIS,J04AB,Antibiotics
J04AC01,isoniazid,J,ANTIINFECTIVES FOR SYSTEMIC USE,J04,ANTIMYCOBACTERIALS,J04A,DRUGS FOR TREATMENT OF TUBERCULOSIS,J04AC,Hydrazides
J04AD01,protionamide,J,ANTIINFECTIVES FOR SYSTEMIC USE,J04,ANTIMYCOBACTERIALS,J04A,DRUGS FOR TREATMENT OF TUBERCULOSIS,J04AD,Thiocarbamide derivatives
J04AD02,tiocarlide,J,ANTIINFECTIVES FOR SYSTEMIC USE,J04,ANTIMYCOBACTERIALS,J04A,DRUGS FOR TREATMENT OF TUBERCULOSIS,J04AD,Thiocarbamide derivatives
J04AD03,ethionamide,J,ANTIINFECTIVES FOR SYSTEMIC USE,J04,ANTIMYCOBACTERIALS,J04A,DRUGS FOR TREATMENT OF TUBERCULOSIS,J04AD,Thiocarbamide derivatives
J04AK01,pyrazinamide,J,ANTIINFECTIVES FOR SYSTEMIC USE,J04,ANTIMYCOBACTERIALS,J04A,DRUGS FOR TREATMENT OF TUBERCULOSIS,J04AK,Other drugs for treatment of tuberculosis
J04AK02,ethambutol,J,ANTIINFECTIVES FOR SYSTEMIC USE,J04,ANTIMYCOBACTERIALS,J04A,DRUGS FOR TREATMENT OF TUBERCULOSIS,J04AK,Other drugs for treatment of tuberculosis
J04AK03,terizidone,J,ANTIINFECTIVES FOR SYSTEMIC USE,J04,ANTIMYCOBACTERIALS,J04A,DRUGS FOR TREATMENT OF TUBERCULOSIS,J04AK,Other drugs for treatment of tuberculosis
J04AK04,morinamide,J,ANTIINFECTIVES FOR SYSTEMIC USE,J04,ANTIMYCOBACTERIALS,J04A,DRUGS FOR TREATMENT OF TUBERCULOSIS,J04AK,Other drugs for treatment of tuberculosis
J04AK05,bedaquiline,J,ANTIINFECTIVES FOR SYSTEMIC USE,J04,ANTIMYCOBACTERIALS,J04A,DRUGS FOR TREATMENT OF TUBERCULOSIS,J04AK,Other drugs for treatment of tuberculosis
J04AK06,delamanid,J,ANTIINFECTIVES FOR SYSTEMIC USE,J04,ANTIMYCOBACTERIALS,J04A,DRUGS FOR TREATMENT OF TUBERCULOSIS,J04AK,Other drugs for treatment of tuberculosis
J04AK07,thioacetazone,J,ANTIINFECTIVES FOR SYSTEMIC USE,J04,ANTIMYCOBACTERIALS,J04A,DRUGS FOR TREATMENT OF TUBERCULOSIS,J04AK,Other drugs for treatment of tuberculosis
J04AK08,pretomanid,J,ANTIINFECTIVES FOR SYSTEMIC USE,J04,ANTIMYCOBACTERIALS,J04A,DRUGS FOR TREATMENT OF TUBERCULOSIS,J04AK,Other drugs for treatment of tuberculosis
J04AM01,streptomycin / isoniazid,J,ANTIINFECTIVES FOR SYSTEMIC USE,J04,ANTIMYCOBACTERIALS,J04A,DRUGS FOR TREATMENT OF TUBERCULOSIS,J04AM,Combinations of drugs for treatment of tuberculosis
J04AM02,rifampicin / isoniazid,J,ANTIINFECTIVES FOR SYSTEMIC USE,J04,ANTIMYCOBACTERIALS,J04A,DRUGS FOR TREATMENT OF TUBERCULOSIS,J04AM,Combinations of drugs for treatment of tuberculosis
J04AM03,ethambutol / isoniazid,J,ANTIINFECTIVES FOR SYSTEMIC USE,J04,ANTIMYCOBACTERIALS,J04A,DRUGS FOR TREATMENT OF TUBERCULOSIS,J04AM,Combinations of drugs for treatment of tuberculosis
J04AM04,thioacetazone / isoniazid,J,ANTIINFECTIVES FOR SYSTEMIC USE,J04,ANTIMYCOBACTERIALS,J04A,DRUGS FOR TREATMENT OF TUBERCULOSIS,J04AM,Combinations of drugs for treatment of tuberculosis
J04AM05,rifampicin / pyrazinamide / isoniazid,J,ANTIINFECTIVES FOR SYSTEMIC USE,J04,ANTIMYCOBACTERIALS,J04A,DRUGS FOR TREATMENT OF TUBERCULOSIS,J04AM,Combinations of drugs for treatment of tuberculosis
J04AM06,"rifampicin / pyrazinamide, ethambutol / isoniazid",J,ANTIINFECTIVES FOR SYSTEMIC USE,J04,ANTIMYCOBACTERIALS,J04A,DRUGS FOR TREATMENT OF TUBERCULOSIS,J04AM,Combinations of drugs for treatment of tuberculosis
J04AM07,rifampicin / ethambutol / isoniazid,J,ANTIINFECTIVES FOR SYSTEMIC USE,J04,ANTIMYCOBACTERIALS,J04A,DRUGS FOR TREATMENT OF TUBERCULOSIS,J04AM,Combinations of drugs for treatment of tuberculosis
J04AM08,"isoniazid / sulfamethoxazole, trimethoprim / pyridoxine",J,ANTIINFECTIVES FOR SYSTEMIC USE,J04,ANTIMYCOBACTERIALS,J04A,DRUGS FOR TREATMENT OF TUBERCULOSIS,J04AM,Combinations of drugs for treatment of tuberculosis
J04BA01,clofazimine,J,ANTIINFECTIVES FOR SYSTEMIC USE,J04,ANTIMYCOBACTERIALS,J04B,DRUGS FOR TREATMENT OF LEPRA,J04BA,Drugs for treatment of lepra
J04BA02,dapsone,J,ANTIINFECTIVES FOR SYSTEMIC USE,J04,ANTIMYCOBACTERIALS,J04B,DRUGS FOR TREATMENT OF LEPRA,J04BA,Drugs for treatment of lepra
J04BA03,aldesulfone sodium,J,ANTIINFECTIVES FOR SYSTEMIC USE,J04,ANTIMYCOBACTERIALS,J04B,DRUGS FOR TREATMENT OF LEPRA,J04BA,Drugs for treatment of lepra
J04BA50,dapsone / rifampicin,J,ANTIINFECTIVES FOR SYSTEMIC USE,J04,ANTIMYCOBACTERIALS,J04B,DRUGS FOR TREATMENT OF LEPRA,J04BA,Drugs for treatment of lepra
J04BA51,dapsone / rifampicin / clofazimine,J,ANTIINFECTIVES FOR SYSTEMIC USE,J04,ANTIMYCOBACTERIALS,J04B,DRUGS FOR TREATMENT OF LEPRA,J04BA,Drugs for treatment of lepra
J05AA01,metisazone,J,ANTIINFECTIVES FOR SYSTEMIC USE,J05,ANTIVIRALS FOR SYSTEMIC USE,J05A,DIRECT ACTING ANTIVIRALS,J05AA,Thiosemicarbazones
J05AB01,aciclovir,J,ANTIINFECTIVES FOR SYSTEMIC USE,J05,ANTIVIRALS FOR SYSTEMIC USE,J05A,DIRECT ACTING ANTIVIRALS,J05AB,Nucleosides and nucleotides excl. reverse transcriptase inhibitors
J05AB02,idoxuridine,J,ANTIINFECTIVES FOR SYSTEMIC USE,J05,ANTIVIRALS FOR SYSTEMIC USE,J05A,DIRECT ACTING ANTIVIRALS,J05AB,Nucleosides and nucleotides excl. reverse transcriptase inhibitors
J05AB03,vidarabine,J,ANTIINFECTIVES FOR SYSTEMIC USE,J05,ANTIVIRALS FOR SYSTEMIC USE,J05A,DIRECT ACTING ANTIVIRALS,J05AB,Nucleosides and nucleotides excl. reverse transcriptase inhibitors
J05AB06,ganciclovir,J,ANTIINFECTIVES FOR SYSTEMIC USE,J05,ANTIVIRALS FOR SYSTEMIC USE,J05A,DIRECT ACTING ANTIVIRALS,J05AB,Nucleosides and nucleotides excl. reverse transcriptase inhibitors
J05AB09,famciclovir,J,ANTIINFECTIVES FOR SYSTEMIC USE,J05,ANTIVIRALS FOR SYSTEMIC USE,J05A,DIRECT ACTING ANTIVIRALS,J05AB,Nucleosides and nucleotides excl. reverse transcriptase inhibitors
J05AB11,valaciclovir,J,ANTIINFECTIVES FOR SYSTEMIC USE,J05,ANTIVIRALS FOR SYSTEMIC USE,J05A,DIRECT ACTING ANTIVIRALS,J05AB,Nucleosides and nucleotides excl. reverse transcriptase inhibitors
J05AB12,cidofovir,J,ANTIINFECTIVES FOR SYSTEMIC USE,J05,ANTIVIRALS FOR SYSTEMIC USE,J05A,DIRECT ACTING ANTIVIRALS,J05AB,Nucleosides and nucleotides excl. reverse transcriptase inhibitors
J05AB13,penciclovir,J,ANTIINFECTIVES FOR SYSTEMIC USE,J05,ANTIVIRALS FOR SYSTEMIC USE,J05A,DIRECT ACTING ANTIVIRALS,J05AB,Nucleosides and nucleotides excl. reverse transcriptase inhibitors
J05AB14,valganciclovir,J,ANTIINFECTIVES FOR SYSTEMIC USE,J05,ANTIVIRALS FOR SYSTEMIC USE,J05A,DIRECT ACTING ANTIVIRALS,J05AB,Nucleosides and nucleotides excl. reverse transcriptase inhibitors
J05AB15,brivudine,J,ANTIINFECTIVES FOR SYSTEMIC USE,J05,ANTIVIRALS FOR SYSTEMIC USE,J05A,DIRECT ACTING ANTIVIRALS,J05AB,Nucleosides and nucleotides excl. reverse transcriptase inhibitors
J05AB16,remdesivir,J,ANTIINFECTIVES FOR SYSTEMIC USE,J05,ANTIVIRALS FOR SYSTEMIC USE,J05A,DIRECT ACTING ANTIVIRALS,J05AB,Nucleosides and nucleotides excl. reverse transcriptase inhibitors
J05AB17,brincidofovir,J,ANTIINFECTIVES FOR SYSTEMIC USE,J05,ANTIVIRALS FOR SYSTEMIC USE,J05A,DIRECT ACTING ANTIVIRALS,J05AB,Nucleosides and nucleotides excl. reverse transcriptase inhibitors
J05AB18,molnupiravir,J,ANTIINFECTIVES FOR SYSTEMIC USE,J05,ANTIVIRALS FOR SYSTEMIC USE,J05A,DIRECT ACTING ANTIVIRALS,J05AB,Nucleosides and nucleotides excl. reverse transcriptase inhibitors
J05AC02,rimantadine,J,ANTIINFECTIVES FOR SYSTEMIC USE,J05,ANTIVIRALS FOR SYSTEMIC USE,J05A,DIRECT ACTING ANTIVIRALS,J05AC,Cyclic amines
J05AC03,tromantadine,J,ANTIINFECTIVES FOR SYSTEMIC USE,J05,ANTIVIRALS FOR SYSTEMIC USE,J05A,DIRECT ACTING ANTIVIRALS,J05AC,Cyclic amines
J05AD01,foscarnet,J,ANTIINFECTIVES FOR SYSTEMIC USE,J05,ANTIVIRALS FOR SYSTEMIC USE,J05A,DIRECT ACTING ANTIVIRALS,J05AD,Phosphonic acid derivatives
J05AD02,fosfonet,J,ANTIINFECTIVES FOR SYSTEMIC USE,J05,ANTIVIRALS FOR SYSTEMIC USE,J05A,DIRECT ACTING ANTIVIRALS,J05AD,Phosphonic acid derivatives
J05AE01,saquinavir,J,ANTIINFECTIVES FOR SYSTEMIC USE,J05,ANTIVIRALS FOR SYSTEMIC USE,J05A,DIRECT ACTING ANTIVIRALS,J05AE,Protease inhibitors
J05AE02,indinavir,J,ANTIINFECTIVES FOR SYSTEMIC USE,J05,ANTIVIRALS FOR SYSTEMIC USE,J05A,DIRECT ACTING ANTIVIRALS,J05AE,Protease inhibitors
J05AE03,ritonavir,J,ANTIINFECTIVES FOR SYSTEMIC USE,J05,ANTIVIRALS FOR SYSTEMIC USE,J05A,DIRECT ACTING ANTIVIRALS,J05AE,Protease inhibitors
J05AE04,nelfinavir,J,ANTIINFECTIVES FOR SYSTEMIC USE,J05,ANTIVIRALS FOR SYSTEMIC USE,J05A,DIRECT ACTING ANTIVIRALS,J05AE,Protease inhibitors
J05AE05,amprenavir,J,ANTIINFECTIVES FOR SYSTEMIC USE,J05,ANTIVIRALS FOR SYSTEMIC USE,J05A,DIRECT ACTING ANTIVIRALS,J05AE,Protease inhibitors
J05AE07,fosamprenavir,J,ANTIINFECTIVES FOR SYSTEMIC USE,J05,ANTIVIRALS FOR SYSTEMIC USE,J05A,DIRECT ACTING ANTIVIRALS,J05AE,Protease inhibitors
J05AE08,atazanavir,J,ANTIINFECTIVES FOR SYSTEMIC USE,J05,ANTIVIRALS FOR SYSTEMIC USE,J05A,DIRECT ACTING ANTIVIRALS,J05AE,Protease inhibitors
J05AE09,tipranavir,J,ANTIINFECTIVES FOR SYSTEMIC USE,J05,ANTIVIRALS FOR SYSTEMIC USE,J05A,DIRECT ACTING ANTIVIRALS,J05AE,Protease inhibitors
J05AE10,darunavir,J,ANTIINFECTIVES FOR SYSTEMIC USE,J05,ANTIVIRALS FOR SYSTEMIC USE,J05A,DIRECT ACTING ANTIVIRALS,J05AE,Protease inhibitors
J05AE16,ensitrelvir,J,ANTIINFECTIVES FOR SYSTEMIC USE,J05,ANTIVIRALS FOR SYSTEMIC USE,J05A,DIRECT ACTING ANTIVIRALS,J05AE,Protease inhibitors
J05AE30,nirmatrelvir / ritonavir,J,ANTIINFECTIVES FOR SYSTEMIC USE,J05,ANTIVIRALS FOR SYSTEMIC USE,J05A,DIRECT ACTING ANTIVIRALS,J05AE,Protease inhibitors
J05AF01,zidovudine,J,ANTIINFECTIVES FOR SYSTEMIC USE,J05,ANTIVIRALS FOR SYSTEMIC USE,J05A,DIRECT ACTING ANTIVIRALS,J05AF,Nucleoside and nucleotide reverse transcriptase inhibitors
J05AF02,didanosine,J,ANTIINFECTIVES FOR SYSTEMIC USE,J05,ANTIVIRALS FOR SYSTEMIC USE,J05A,DIRECT ACTING ANTIVIRALS,J05AF,Nucleoside and nucleotide reverse transcriptase inhibitors
J05AF03,zalcitabine,J,ANTIINFECTIVES FOR SYSTEMIC USE,J05,ANTIVIRALS FOR SYSTEMIC USE,J05A,DIRECT ACTING ANTIVIRALS,J05AF,Nucleoside and nucleotide reverse transcriptase inhibitors
J05AF04,stavudine,J,ANTIINFECTIVES FOR SYSTEMIC USE,J05,ANTIVIRALS FOR SYSTEMIC USE,J05A,DIRECT ACTING ANTIVIRALS,J05AF,Nucleoside and nucleotide reverse transcriptase inhibitors
J05AF05,lamivudine,J,ANTIINFECTIVES FOR SYSTEMIC USE,J05,ANTIVIRALS FOR SYSTEMIC USE,J05A,DIRECT ACTING ANTIVIRALS,J05AF,Nucleoside and nucleotide reverse transcriptase inhibitors
J05AF06,abacavir,J,ANTIINFECTIVES FOR SYSTEMIC USE,J05,ANTIVIRALS FOR SYSTEMIC USE,J05A,DIRECT ACTING ANTIVIRALS,J05AF,Nucleoside and nucleotide reverse transcriptase inhibitors
J05AF07,tenofovir disoproxil,J,ANTIINFECTIVES FOR SYSTEMIC USE,J05,ANTIVIRALS FOR SYSTEMIC USE,J05A,DIRECT ACTING ANTIVIRALS,J05AF,Nucleoside and nucleotide reverse transcriptase inhibitors
J05AF08,adefovir dipivoxil,J,ANTIINFECTIVES FOR SYSTEMIC USE,J05,ANTIVIRALS FOR SYSTEMIC USE,J05A,DIRECT ACTING ANTIVIRALS,J05AF,Nucleoside and nucleotide reverse transcriptase inhibitors
J05AF09,emtricitabine,J,ANTIINFECTIVES FOR SYSTEMIC USE,J05,ANTIVIRALS FOR SYSTEMIC USE,J05A,DIRECT ACTING ANTIVIRALS,J05AF,Nucleoside and nucleotide reverse transcriptase inhibitors
J05AF10,entecavir,J,ANTIINFECTIVES FOR SYSTEMIC USE,J05,ANTIVIRALS FOR SYSTEMIC USE,J05A,DIRECT ACTING ANTIVIRALS,J05AF,Nucleoside and nucleotide reverse transcriptase inhibitors
J05AF11,telbivudine,J,ANTIINFECTIVES FOR SYSTEMIC USE,J05,ANTIVIRALS FOR SYSTEMIC USE,J05A,DIRECT ACTING ANTIVIRALS,J05AF,Nucleoside and nucleotide reverse transcriptase inhibitors
J05AF12,clevudine,J,ANTIINFECTIVES FOR SYSTEMIC USE,J05,ANTIVIRALS FOR SYSTEMIC USE,J05A,DIRECT ACTING ANTIVIRALS,J05AF,Nucleoside and nucleotide reverse transcriptase inhibitors
J05AF13,tenofovir alafenamide,J,ANTIINFECTIVES FOR SYSTEMIC USE,J05,ANTIVIRALS FOR SYSTEMIC USE,J05A,DIRECT ACTING ANTIVIRALS,J05AF,Nucleoside and nucleotide reverse transcriptase inhibitors
J05AG01,nevirapine,J,ANTIINFECTIVES FOR SYSTEMIC USE,J05,ANTIVIRALS FOR SYSTEMIC USE,J05A,DIRECT ACTING ANTIVIRALS,J05AG,Non-nucleoside reverse transcriptase inhibitors
J05AG02,delavirdine,J,ANTIINFECTIVES FOR SYSTEMIC USE,J05,ANTIVIRALS FOR SYSTEMIC USE,J05A,DIRECT ACTING ANTIVIRALS,J05AG,Non-nucleoside reverse transcriptase inhibitors
J05AG03,efavirenz,J,ANTIINFECTIVES FOR SYSTEMIC USE,J05,ANTIVIRALS FOR SYSTEMIC USE,J05A,DIRECT ACTING ANTIVIRALS,J05AG,Non-nucleoside reverse transcriptase inhibitors
J05AG04,etravirine,J,ANTIINFECTIVES FOR SYSTEMIC USE,J05,ANTIVIRALS FOR SYSTEMIC USE,J05A,DIRECT ACTING ANTIVIRALS,J05AG,Non-nucleoside reverse transcriptase inhibitors
J05AG05,rilpivirine,J,ANTIINFECTIVES FOR SYSTEMIC USE,J05,ANTIVIRALS FOR SYSTEMIC USE,J05A,DIRECT ACTING ANTIVIRALS,J05AG,Non-nucleoside reverse transcriptase inhibitors
J05AG06,doravirine,J,ANTIINFECTIVES FOR SYSTEMIC USE,J05,ANTIVIRALS FOR SYSTEMIC USE,J05A,DIRECT ACTING ANTIVIRALS,J05AG,Non-nucleoside reverse transcriptase inhibitors
J05AH01,zanamivir,J,ANTIINFECTIVES FOR SYSTEMIC USE,J05,ANTIVIRALS FOR SYSTEMIC USE,J05A,DIRECT ACTING ANTIVIRALS,J05AH,Neuraminidase inhibitors
J05AH02,oseltamivir,J,ANTIINFECTIVES FOR SYSTEMIC USE,J05,ANTIVIRALS FOR SYSTEMIC USE,J05A,DIRECT ACTING ANTIVIRALS,J05AH,Neuraminidase inhibitors
J05AH03,peramivir,J,ANTIINFECTIVES FOR SYSTEMIC USE,J05,ANTIVIRALS FOR SYSTEMIC USE,J05A,DIRECT ACTING ANTIVIRALS,J05AH,Neuraminidase inhibitors
J05AH04,laninamivir,J,ANTIINFECTIVES FOR SYSTEMIC USE,J05,ANTIVIRALS FOR SYSTEMIC USE,J05A,DIRECT ACTING ANTIVIRALS,J05AH,Neuraminidase inhibitors
J05AJ01,raltegravir,J,ANTIINFECTIVES FOR SYSTEMIC USE,J05,ANTIVIRALS FOR SYSTEMIC USE,J05A,DIRECT ACTING ANTIVIRALS,J05AJ,Integrase inhibitors
J05AJ02,elvitegravir,J,ANTIINFECTIVES FOR SYSTEMIC USE,J05,ANTIVIRALS FOR SYSTEMIC USE,J05A,DIRECT ACTING ANTIVIRALS,J05AJ,Integrase inhibitors
J05AJ03,dolutegravir,J,ANTIINFECTIVES FOR SYSTEMIC USE,J05,ANTIVIRALS FOR SYSTEMIC USE,J05A,DIRECT ACTING ANTIVIRALS,J05AJ,Integrase inhibitors
J05AJ04,cabotegravir,J,ANTIINFECTIVES FOR SYSTEMIC USE,J05,ANTIVIRALS FOR SYSTEMIC USE,J05A,DIRECT ACTING ANTIVIRALS,J05AJ,Integrase inhibitors
J05AP01,ribavirin,J,ANTIINFECTIVES FOR SYSTEMIC USE,J05,ANTIVIRALS FOR SYSTEMIC USE,J05A,DIRECT ACTING ANTIVIRALS,J05AP,Antivirals for treatment of HCV infections
J05AP02,telaprevir,J,ANTIINFECTIVES FOR SYSTEMIC USE,J05,ANTIVIRALS FOR SYSTEMIC USE,J05A,DIRECT ACTING ANTIVIRALS,J05AP,Antivirals for treatment of HCV infections
J05AP03,boceprevir,J,ANTIINFECTIVES FOR SYSTEMIC USE,J05,ANTIVIRALS FOR SYSTEMIC USE,J05A,DIRECT ACTING ANTIVIRALS,J05AP,Antivirals for treatment of HCV infections
J05AP04,faldaprevir,J,ANTIINFECTIVES FOR SYSTEMIC USE,J05,ANTIVIRALS FOR SYSTEMIC USE,J05A,DIRECT ACTING ANTIVIRALS,J05AP,Antivirals for treatment of HCV infections
J05AP05,simeprevir,J,ANTIINFECTIVES FOR SYSTEMIC USE,J05,ANTIVIRALS FOR SYSTEMIC USE,J05A,DIRECT ACTING ANTIVIRALS,J05AP,Antivirals for treatment of HCV infections
J05AP06,asunaprevir,J,ANTIINFECTIVES FOR SYSTEMIC USE,J05,ANTIVIRALS FOR SYSTEMIC USE,J05A,DIRECT ACTING ANTIVIRALS,J05AP,Antivirals for treatment of HCV infections
J05AP07,daclatasvir,J,ANTIINFECTIVES FOR SYSTEMIC USE,J05,ANTIVIRALS FOR SYSTEMIC USE,J05A,DIRECT ACTING ANTIVIRALS,J05AP,Antivirals for treatment of HCV infections
J05AP08,sofosbuvir,J,ANTIINFECTIVES FOR SYSTEMIC USE,J05,ANTIVIRALS FOR SYSTEMIC USE,J05A,DIRECT ACTING ANTIVIRALS,J05AP,Antivirals for treatment of HCV infections
J05AP09,dasabuvir,J,ANTIINFECTIVES FOR SYSTEMIC USE,J05,ANTIVIRALS FOR SYSTEMIC USE,J05A,DIRECT ACTING ANTIVIRALS,J05AP,Antivirals for treatment of HCV infections
J05AP10,elbasvir,J,ANTIINFECTIVES FOR SYSTEMIC USE,J05,ANTIVIRALS FOR SYSTEMIC USE,J05A,DIRECT ACTING ANTIVIRALS,J05AP,Antivirals for treatment of HCV infections
J05AP11,grazoprevir,J,ANTIINFECTIVES FOR SYSTEMIC USE,J05,ANTIVIRALS FOR SYSTEMIC USE,J05A,DIRECT ACTING ANTIVIRALS,J05AP,Antivirals for treatment of HCV infections
J05AP12,coblopasvir,J,ANTIINFECTIVES FOR SYSTEMIC USE,J05,ANTIVIRALS FOR SYSTEMIC USE,J05A,DIRECT ACTING ANTIVIRALS,J05AP,Antivirals for treatment of HCV infections
